FA1,GGBS,SF,MK,FA2,CA,Molarity,NaOH,Na2SiO3,Water,F_V (vol%),F_D,F_L,F_M,days,Tem,Com
480.278,190.559,52.67,0.0,690.496,572.032,12.089,94.733,177.485,0.0,0.639,0.066,7.678,65.94,13.53,25.662,35.72
443.728,91.578,30.024,0.0,686.98,780.611,12.553,64.981,144.48,16.164,0.227,0.036,0.493,31.793,13.07,27.26,30.099
403.716,117.322,24.176,0.0,561.666,894.1,13.367,49.853,124.552,20.839,0.078,0.239,0.817,33.972,12.333,26.45,28.816
626.568,187.409,53.629,0.0,1174.984,0.0,11.62,114.251,291.483,0.0,1.328,0.681,2.445,64.781,0.0,29.549,18.748
442.521,169.759,35.946,0.0,862.248,507.083,12.351,73.241,182.482,7.258,0.677,0.082,2.941,47.584,13.502,27.944,34.875
581.151,204.717,50.084,0.0,1529.332,0.0,13.02,90.336,320.245,0.0,1.368,0.36,3.41,58.351,1.786,28.244,24.026
579.566,257.385,97.843,0.0,102.736,874.258,13.709,62.702,140.302,0.0,1.157,0.689,12.626,157.488,0.0,41.544,34.846
447.544,461.181,83.938,0.0,1184.308,0.0,13.635,66.95,282.19,10.061,1.594,0.14,11.451,144.348,0.0,49.819,39.95
0.0,1897.957,411.289,0.0,371.399,462.531,20.767,73.598,538.213,141.908,3.643,1.45,23.838,508.059,0.0,145.527,132.408
504.533,167.982,47.536,0.0,713.048,500.97,11.97,90.279,195.477,0.0,0.656,0.433,5.257,67.875,9.682,25.387,31.761
469.743,226.92,47.267,0.0,1139.646,144.581,12.069,97.346,254.204,0.0,0.95,0.247,7.021,63.157,12.702,32.359,36.003
497.638,183.979,55.422,0.0,1465.548,0.0,12.19,85.268,284.118,0.0,1.181,0.404,2.351,55.619,8.435,26.835,33.979
221.937,194.126,34.107,84.385,790.477,850.883,14.647,36.897,153.877,37.076,0.0,0.0,0.0,0.0,24.531,31.596,32.837
238.662,186.852,45.449,64.201,748.651,838.5,13.562,44.297,134.694,26.249,0.0,0.0,0.0,0.0,30.956,30.694,36.206
639.629,116.449,50.877,0.0,1021.458,0.0,12.933,86.585,265.454,0.0,1.016,0.565,2.563,58.023,0.0,24.349,17.949
0.0,489.139,86.902,145.722,999.928,748.631,15.257,34.432,198.982,73.272,0.0,0.0,0.0,0.0,33.717,38.363,54.3
509.656,105.242,33.447,0.0,796.273,596.026,13.544,63.739,153.738,12.902,0.371,0.097,0.416,27.864,9.639,27.736,22.695
706.439,196.45,131.292,0.0,141.077,480.18,9.095,162.69,272.145,0.0,0.901,0.08,2.462,112.685,0.0,27.291,20.894
196.583,344.44,53.276,78.738,873.698,789.876,14.736,72.629,243.208,41.066,0.548,0.867,2.456,93.541,6.891,47.457,43.322
740.458,148.433,75.896,0.0,530.078,155.973,11.487,108.205,281.369,0.0,1.383,1.164,9.543,124.22,0.0,28.923,24.528
416.223,134.407,18.809,0.0,731.14,844.028,13.326,60.586,144.725,11.862,0.125,0.241,0.21,33.731,13.34,25.834,29.062
308.416,165.187,13.632,28.271,852.963,671.022,13.246,74.525,171.753,22.915,0.259,0.17,3.497,38.064,26.126,30.826,32.955
482.317,141.204,27.253,0.0,1008.957,451.655,12.483,84.448,209.73,1.452,0.505,0.007,0.49,29.901,9.447,24.52,27.068
557.482,131.249,66.458,0.0,595.466,544.691,12.198,112.7,242.713,1.953,0.507,0.106,0.058,50.525,2.543,28.962,21.212
569.129,858.662,212.676,0.0,1180.07,0.0,13.91,64.474,406.584,21.231,3.281,0.737,19.191,274.179,0.0,66.038,71.16
710.955,331.155,137.742,0.0,131.893,368.766,12.39,142.52,235.422,15.566,1.349,0.749,12.335,185.633,0.0,41.077,39.282
98.435,513.766,83.156,0.0,831.41,853.479,15.118,38.781,223.285,61.521,0.475,0.304,4.094,106.459,0.0,61.585,51.557
196.974,193.214,45.505,109.726,763.739,844.852,12.956,68.743,200.021,20.275,0.16,0.201,2.951,50.867,22.986,30.499,36.358
52.284,430.788,65.444,59.308,1201.407,456.257,13.315,54.15,234.349,38.917,0.0,0.0,0.0,0.0,20.697,43.168,47.117
429.543,285.498,55.268,0.0,1541.078,0.0,11.989,87.611,271.679,0.0,1.244,0.272,2.734,47.707,8.553,33.127,43.519
211.105,245.497,41.542,69.826,796.644,859.337,13.823,71.934,170.622,23.635,0.408,0.358,2.416,54.509,16.436,33.211,40.014
452.683,432.48,95.218,0.0,525.172,413.584,13.734,64.719,186.501,21.124,1.603,0.508,18.394,181.556,0.0,40.327,59.866
461.939,107.271,39.941,0.0,686.512,792.214,11.703,79.636,151.52,5.958,0.239,0.088,1.353,29.432,13.755,25.925,27.851
476.728,230.116,40.378,0.0,1261.043,0.0,11.878,97.41,249.369,0.0,1.042,0.003,2.441,40.8,2.301,31.252,31.22
367.134,118.892,31.957,7.25,614.964,920.005,12.917,51.965,138.195,15.415,0.125,0.2,1.09,39.544,13.574,27.117,34.308
267.358,379.408,100.142,0.0,799.243,613.334,12.349,113.558,262.824,21.846,0.496,0.452,0.933,71.782,0.0,47.413,45.889
462.122,164.397,41.761,0.0,1192.452,187.806,12.768,81.432,242.807,3.749,0.813,0.198,3.525,47.378,7.42,28.75,33.52
397.246,350.903,64.479,0.0,650.426,560.823,12.644,59.197,180.046,28.928,0.875,0.038,8.858,99.563,0.0,40.335,46.15
558.799,338.659,98.688,0.0,253.761,695.706,12.22,51.112,159.94,3.954,1.365,0.981,15.897,177.49,0.0,37.81,50.197
433.846,215.05,43.037,0.0,1365.095,0.0,11.439,98.663,252.426,0.0,0.97,0.004,1.318,31.738,8.744,27.137,35.214
406.165,144.907,24.157,5.957,689.225,765.966,13.122,65.358,146.346,14.057,0.138,0.229,1.27,48.66,8.875,28.846,27.895
651.336,218.347,149.079,0.0,255.732,318.111,9.907,209.575,379.567,0.0,0.314,0.142,0.783,69.141,0.0,41.105,12.8
553.874,207.61,58.989,0.0,1411.301,0.0,10.965,98.311,297.96,0.0,1.194,0.148,1.841,31.105,7.668,25.507,30.185
334.436,427.482,77.797,0.0,638.197,546.163,14.377,62.828,206.744,29.617,1.395,0.549,17.783,165.058,7.371,46.671,55.257
493.213,165.315,60.824,0.0,973.702,232.967,11.659,101.459,257.872,0.0,0.87,0.27,2.608,58.463,9.372,23.683,35.394
478.79,198.518,58.839,0.0,377.66,785.008,11.264,74.072,155.849,0.0,0.483,0.507,5.033,65.114,2.099,26.581,27.467
355.367,153.782,31.868,3.744,762.304,804.083,11.997,51.274,147.963,8.724,0.282,0.138,0.833,37.312,15.685,25.929,37.535
506.122,202.009,48.749,0.0,556.196,648.101,12.115,65.257,209.861,2.471,1.0,0.569,9.069,106.366,6.973,27.945,36.344
421.683,262.307,45.547,0.0,518.647,773.621,12.335,64.938,154.069,9.419,0.521,0.48,3.414,73.536,0.0,28.854,39.036
403.556,438.065,107.419,0.0,649.045,641.261,12.537,105.724,269.407,20.322,0.71,0.121,5.919,122.317,0.0,44.417,47.137
624.936,779.811,190.304,0.0,1594.711,0.0,12.894,110.184,449.774,19.327,2.465,0.14,8.148,172.635,0.0,62.479,73.896
429.504,159.338,43.603,0.0,471.282,904.148,13.22,67.344,148.141,0.971,0.358,0.28,1.308,49.192,5.06,27.893,30.342
333.693,238.914,42.053,0.0,822.878,565.349,13.066,79.685,189.336,15.065,0.64,0.37,6.508,70.46,9.032,31.223,43.227
429.141,179.969,44.119,0.0,431.276,936.625,12.72,68.44,161.275,1.176,0.482,0.043,6.044,66.791,10.297,27.953,33.664
539.715,609.112,159.262,0.0,1086.165,0.0,12.797,127.291,379.841,15.358,1.613,0.004,7.624,160.595,0.0,53.656,59.835
507.949,227.43,38.952,0.0,773.223,439.694,14.233,73.615,183.276,20.509,0.611,0.539,4.881,79.07,0.0,41.857,24.869
289.404,184.401,10.85,21.42,1066.133,579.938,13.011,60.402,160.286,12.708,0.352,0.12,3.592,40.096,21.849,31.427,40.426
749.31,235.035,96.868,0.0,1533.049,0.0,11.767,134.068,419.102,0.0,1.875,0.55,5.002,98.63,0.0,33.595,11.194
482.95,162.926,46.823,0.0,575.926,687.818,12.403,87.595,182.336,2.874,0.53,0.423,3.109,63.361,4.492,24.459,34.773
420.87,244.699,43.995,0.0,989.109,344.55,11.918,75.339,212.647,14.296,0.815,0.055,6.138,64.632,10.565,28.472,40.272
335.126,380.266,134.323,0.0,466.406,848.709,10.663,97.332,241.203,0.0,0.649,0.068,2.53,90.964,0.0,34.722,38.502
390.567,491.394,161.762,0.0,375.266,714.086,13.401,101.278,244.432,27.175,1.366,0.089,11.926,174.64,0.0,57.157,52.983
298.022,281.629,46.707,19.571,682.332,815.279,13.0,45.602,148.051,29.642,0.383,0.132,4.259,62.477,16.128,30.304,51.425
501.389,116.572,40.588,0.0,417.493,889.189,13.678,61.982,146.615,5.96,0.135,0.109,0.267,31.366,3.538,26.118,24.666
506.981,156.722,43.034,0.0,975.175,189.825,11.415,98.255,258.577,0.0,0.858,0.322,3.044,54.376,9.845,23.525,33.703
705.836,162.252,71.649,0.0,1106.341,0.0,12.069,119.292,364.783,0.0,1.695,0.885,9.272,116.882,0.0,32.709,10.578
533.74,961.05,209.094,0.0,1222.966,0.0,15.45,99.077,458.298,45.205,2.406,0.456,9.354,256.193,0.0,84.859,68.661
641.336,154.068,62.714,0.0,910.051,53.369,12.149,125.394,294.117,0.0,1.004,0.147,3.481,68.273,0.0,28.466,15.282
423.999,200.328,44.289,0.0,636.291,685.138,14.132,69.302,136.499,25.233,0.519,0.077,5.327,64.244,10.221,31.801,41.764
660.085,192.099,98.582,0.0,598.675,147.656,10.131,144.781,324.155,0.0,1.041,0.308,8.374,94.049,10.454,21.082,34.781
404.653,166.464,32.288,0.0,715.837,752.164,12.644,72.403,169.546,19.576,0.327,0.221,0.158,29.609,9.893,26.944,28.061
361.358,223.99,74.346,0.0,696.929,756.66,9.242,94.65,217.84,0.0,0.248,0.077,0.564,46.842,9.62,23.792,34.045
474.249,295.84,72.357,0.0,524.709,658.84,13.077,65.801,181.785,10.781,1.11,0.402,12.95,127.524,1.749,35.584,47.245
458.025,157.314,32.632,0.0,1159.529,151.272,13.162,80.592,231.007,2.422,0.809,0.129,4.139,40.649,10.855,26.589,36.083
0.0,484.68,139.751,133.273,948.833,895.204,12.072,24.168,242.116,0.0,0.0,0.0,0.0,0.0,24.855,38.928,52.025
426.057,120.334,36.856,0.0,523.688,887.619,13.1,59.066,138.774,12.351,0.15,0.21,1.361,29.93,14.054,28.094,30.767
506.887,393.692,101.095,0.0,993.91,56.122,14.384,53.956,289.906,12.708,1.765,0.609,14.23,160.722,0.0,48.656,37.383
335.937,291.852,54.211,0.0,1004.127,385.039,11.788,80.113,197.708,17.994,0.702,0.073,5.558,61.674,16.681,29.944,57.117
361.895,319.196,71.903,0.0,1109.038,243.636,11.975,60.97,215.42,11.597,1.22,0.168,9.227,76.066,17.668,28.316,63.833
350.73,142.708,37.353,0.0,572.644,1066.026,11.372,46.702,128.598,0.0,0.0,0.0,0.0,0.0,11.536,22.852,25.836
413.06,147.143,29.375,0.0,675.804,683.055,13.899,76.714,152.453,17.962,0.174,0.081,1.755,37.347,10.391,29.808,30.285
467.643,405.94,97.883,0.0,373.767,653.954,13.15,63.12,153.316,27.887,1.35,0.709,14.718,164.443,0.0,36.086,58.717
608.708,220.707,65.569,0.0,941.048,0.0,12.533,114.69,308.737,2.945,1.208,0.584,5.596,93.418,0.0,34.628,22.662
558.289,130.859,37.548,0.0,718.347,422.572,13.232,72.2,184.514,4.386,0.714,0.278,5.288,62.546,3.879,28.007,25.218
303.107,168.908,30.157,36.564,789.205,744.655,14.184,56.525,159.402,30.183,0.132,0.082,2.629,48.641,26.906,30.971,34.934
738.461,116.376,74.574,0.0,376.591,305.054,11.064,161.034,288.518,0.0,0.599,0.785,0.639,80.229,2.097,25.722,8.383
441.653,365.859,89.429,0.0,639.106,475.377,11.738,98.452,233.329,12.615,0.738,0.272,8.27,89.373,8.083,29.799,52.943
474.106,171.788,34.387,0.0,719.198,575.153,13.56,69.49,152.533,5.016,0.597,0.033,5.982,56.354,13.335,29.684,36.686
315.034,162.881,24.253,10.826,727.528,789.285,13.122,52.167,156.982,15.507,0.222,0.046,2.85,46.219,23.267,30.963,36.259
440.396,211.042,89.332,0.0,592.819,570.299,10.086,142.301,291.062,0.0,0.435,0.12,2.42,67.435,15.281,30.654,35.777
457.989,141.851,20.559,0.0,749.595,705.829,12.317,75.082,171.846,1.666,0.409,0.066,2.047,39.981,9.531,25.544,32.172
626.108,397.526,122.634,0.0,208.077,510.143,12.061,116.992,242.102,15.829,1.43,0.473,12.772,180.723,0.0,44.814,40.416
519.7,248.703,59.461,0.0,360.016,932.99,14.177,55.589,153.838,10.074,0.886,0.52,7.662,128.593,0.0,42.241,33.99
371.377,177.522,28.311,9.658,653.523,794.667,13.963,58.881,137.747,22.866,0.307,0.108,3.509,52.976,15.12,28.982,38.544
486.133,212.366,59.196,0.0,288.155,919.53,12.317,61.42,144.769,0.0,0.791,0.302,10.939,118.045,9.589,30.212,40.283
549.671,184.709,66.65,0.0,679.643,338.925,13.54,83.097,223.3,11.366,0.904,0.578,6.779,88.58,2.983,34.606,28.189
273.679,171.153,19.243,40.136,740.919,891.803,12.263,60.533,159.23,12.63,0.182,0.161,2.249,38.403,13.466,26.166,34.743
348.774,177.898,42.772,3.186,656.301,839.044,13.309,57.396,145.766,18.433,0.37,0.07,5.389,48.003,13.999,32.403,39.052
257.37,188.017,30.664,64.311,722.172,850.947,13.674,39.353,139.105,29.814,0.0,0.0,0.0,0.0,24.296,30.595,34.118
542.417,271.532,87.496,0.0,448.86,502.35,11.007,99.167,226.356,0.427,1.146,0.421,11.562,117.937,2.724,26.504,53.577
424.644,173.613,28.884,0.0,796.874,624.352,12.848,76.967,161.734,13.392,0.452,0.325,2.284,38.323,13.664,26.386,33.122
506.434,178.949,44.036,0.0,1645.089,0.0,13.001,90.822,294.78,0.0,1.181,0.253,1.896,29.112,8.12,28.888,31.765
607.961,142.648,57.403,0.0,1167.552,0.0,12.134,104.588,296.509,0.0,1.009,0.367,0.523,55.459,0.0,29.07,17.59
395.468,558.914,192.47,0.0,151.225,821.746,10.332,77.512,223.418,0.0,1.182,0.18,7.748,168.106,0.0,36.971,46.263
472.771,258.038,60.345,0.0,508.111,577.856,12.801,105.561,232.72,8.783,0.88,0.709,7.032,105.109,0.0,38.528,40.137
326.945,172.082,42.256,0.0,867.974,700.572,11.511,62.165,180.873,11.119,0.445,0.016,2.882,40.962,17.671,25.982,45.31
457.787,276.783,83.046,0.0,1062.85,3.713,10.456,134.884,278.481,0.0,0.707,0.103,1.835,41.782,0.239,38.463,30.364
564.244,169.405,68.741,0.0,444.191,575.743,11.424,102.073,205.056,0.0,0.877,0.31,9.841,118.02,6.425,25.2,34.352
266.791,160.877,36.167,0.0,742.049,942.655,12.307,46.629,151.746,5.303,0.226,0.04,1.24,37.948,13.793,26.1,32.918
410.055,456.497,85.658,0.0,641.259,617.261,15.485,54.889,219.716,38.64,1.201,0.873,7.147,157.559,0.0,48.473,45.751
495.564,145.639,49.621,0.0,691.82,581.24,11.972,93.814,203.923,0.0,0.318,0.011,0.327,34.299,3.029,23.511,21.168
591.806,133.278,40.231,0.0,669.806,454.472,12.693,108.102,209.785,7.55,0.661,0.196,1.779,62.242,0.0,27.58,18.304
530.729,338.482,76.163,0.0,513.642,438.087,12.185,81.951,219.06,7.711,1.58,0.877,15.807,153.336,0.0,30.283,50.706
544.6,259.966,62.174,0.0,1014.575,106.841,13.811,110.969,287.59,25.904,0.755,0.376,3.871,96.329,0.0,44.439,19.405
354.182,431.857,95.877,0.0,754.306,675.894,14.352,65.878,243.543,29.272,1.229,0.262,9.262,156.292,1.862,52.121,44.993
408.64,540.426,132.724,0.0,574.359,508.849,11.814,80.249,256.641,17.04,1.274,0.071,9.483,145.085,1.117,35.786,76.985
878.52,206.187,124.46,0.0,1334.585,0.0,9.117,199.829,459.957,0.0,1.727,0.625,0.385,71.615,0.0,30.886,14.93
73.518,1475.07,418.328,0.0,164.577,480.859,13.551,109.889,485.906,40.937,2.845,0.119,23.209,372.64,0.0,88.171,139.964
434.295,125.863,42.236,0.0,406.634,1143.133,12.832,43.625,127.746,1.2,0.0,0.0,0.0,0.0,5.625,25.28,21.439
478.735,186.225,69.032,0.0,429.773,800.107,11.677,63.234,170.936,0.0,0.625,0.048,7.051,72.917,14.93,28.63,43.773
455.64,164.534,51.422,0.0,668.541,625.084,11.462,77.313,175.972,1.39,0.603,0.166,5.154,70.656,14.369,24.929,41.76
360.736,243.481,29.379,0.0,714.888,656.786,13.727,81.199,192.534,26.194,0.637,0.046,5.936,66.718,16.664,32.157,43.077
680.395,131.945,60.626,0.0,932.428,0.0,12.888,84.787,280.72,0.0,1.37,1.007,8.171,104.152,0.0,26.719,16.518
687.018,430.541,158.497,0.0,128.877,472.429,11.055,109.364,268.792,0.0,1.937,0.75,22.368,248.008,0.0,42.431,43.503
485.364,160.062,40.466,0.0,995.7,367.866,12.126,82.804,203.428,1.431,0.669,0.093,1.913,41.307,13.066,26.942,31.988
416.011,300.142,75.608,0.0,1152.773,66.616,10.821,103.86,225.917,5.732,0.682,0.021,3.969,38.936,11.142,34.393,47.043
448.048,226.213,69.01,0.0,561.343,607.383,12.931,84.694,206.593,2.761,0.976,0.419,11.511,112.007,2.623,33.169,48.476
645.801,172.681,48.858,0.0,1336.433,0.0,13.397,88.185,292.915,0.0,1.035,0.418,2.396,57.824,1.644,32.71,12.92
464.103,324.033,74.416,0.0,515.401,662.636,12.523,61.493,203.882,0.0,1.454,0.538,17.93,150.152,2.383,34.179,57.938
362.368,178.913,24.911,30.293,831.218,678.345,12.827,71.778,158.495,18.152,0.338,0.508,2.334,38.896,17.658,29.074,38.935
461.187,469.939,96.972,0.0,477.489,475.575,13.665,55.033,204.005,24.036,1.659,0.506,20.841,192.881,0.0,43.334,60.013
735.085,124.691,72.92,0.0,790.573,50.899,11.252,125.532,285.718,0.0,0.864,0.462,1.314,64.832,0.0,23.176,11.547
546.687,863.306,198.616,0.0,1823.814,0.0,14.184,82.333,486.028,0.0,3.536,0.298,19.062,224.601,0.0,52.936,71.292
878.474,253.876,154.985,0.0,152.415,30.287,10.64,224.485,400.216,0.0,1.446,1.556,3.941,176.136,0.0,35.914,21.209
344.794,206.099,30.604,0.0,1408.002,140.968,12.637,75.219,224.549,0.071,0.543,0.125,2.574,48.66,17.462,36.661,35.586
604.376,213.354,69.139,0.0,953.187,42.591,10.987,139.188,287.077,0.0,0.733,0.047,0.077,48.326,0.0,31.142,16.631
498.578,195.237,43.502,0.0,1180.703,0.0,11.805,108.457,276.805,0.0,1.108,0.301,4.623,47.83,8.019,28.243,38.034
679.903,84.643,60.635,0.0,401.233,446.32,11.836,118.224,201.416,0.0,0.735,1.024,3.747,80.15,0.0,26.31,19.576
385.657,355.945,73.134,0.0,566.121,664.71,14.099,61.975,161.953,32.765,0.98,0.262,10.591,122.882,0.0,42.445,54.359
498.058,464.389,127.877,0.0,601.04,151.101,10.728,133.85,301.868,14.294,1.159,0.072,7.414,120.894,0.0,39.137,64.032
506.873,115.654,78.144,0.0,433.29,778.264,11.055,101.568,186.782,0.0,0.277,0.001,0.596,57.896,12.499,22.024,25.155
556.075,217.803,69.639,0.0,460.463,555.764,11.746,95.857,196.086,0.0,0.982,0.371,8.078,134.679,0.0,34.882,28.247
179.618,918.63,213.335,0.0,409.572,935.455,14.668,67.356,343.698,30.282,1.917,0.573,14.072,232.798,0.0,55.247,108.445
221.712,237.344,27.946,71.486,967.268,610.897,14.345,49.995,174.136,43.14,0.0,0.0,0.0,0.0,26.174,33.18,38.998
575.596,489.029,157.291,0.0,1135.473,0.0,11.144,98.52,334.952,0.0,2.098,0.522,15.443,143.878,1.715,29.796,65.702
379.067,147.269,34.489,17.927,787.686,746.991,13.233,54.733,151.536,23.316,0.257,0.118,0.493,37.126,17.043,27.29,34.56
493.01,162.512,33.08,0.0,967.145,404.564,12.377,78.109,201.015,3.87,0.516,0.289,0.078,35.794,13.113,25.853,28.745
0.0,1426.323,374.427,0.0,1249.906,120.056,12.767,100.258,527.565,32.284,0.0,0.0,0.0,0.0,0.0,103.721,93.15
727.797,213.413,92.645,0.0,313.177,187.873,11.123,136.272,262.212,0.0,1.283,1.169,10.316,151.253,0.0,31.931,23.451
465.275,204.139,44.727,0.0,1528.226,0.0,12.405,84.449,280.638,0.0,1.154,0.125,1.803,36.294,10.513,27.534,35.265
723.01,209.508,108.451,0.0,228.733,329.204,12.676,123.204,240.334,0.0,1.808,1.203,18.679,210.723,0.0,35.546,32.471
277.509,1784.702,429.024,0.0,11.407,88.619,15.865,144.08,472.846,114.145,3.582,0.057,21.509,489.192,0.0,118.241,142.855
513.698,363.6,147.702,0.0,440.252,560.676,11.261,110.639,226.626,12.517,0.953,0.102,7.721,113.048,2.166,39.815,49.567
319.104,387.048,68.003,0.0,1357.944,104.891,12.707,76.046,279.168,15.38,1.085,0.146,6.121,76.159,9.624,37.937,56.04
351.867,1256.14,292.956,0.0,344.457,237.771,12.472,69.586,308.066,46.732,3.072,0.196,25.471,356.451,0.0,62.676,129.281
151.632,297.088,46.182,88.58,861.388,840.572,14.811,54.217,182.049,53.101,0.201,0.399,3.012,69.048,13.846,44.443,39.227
212.056,236.131,38.986,74.197,829.374,863.238,15.13,48.715,169.558,49.878,0.003,0.161,3.013,54.162,21.769,37.66,33.302
514.748,183.774,37.383,0.0,1430.799,0.0,12.673,86.844,274.616,0.0,1.119,0.239,3.285,37.276,7.043,26.229,31.283
453.173,135.085,34.55,0.0,853.996,556.405,12.805,76.498,183.983,10.58,0.491,0.176,0.611,33.9,13.716,27.301,30.147
410.261,140.844,33.138,1.942,610.924,915.151,12.925,64.128,124.084,17.297,0.183,0.032,1.467,26.892,19.919,25.531,34.092
264.103,470.595,74.563,0.0,711.847,663.518,15.359,54.064,225.989,64.433,1.057,0.763,10.091,141.925,0.0,57.522,43.289
306.97,284.335,42.831,0.0,1050.413,363.98,12.149,88.847,215.758,16.275,0.25,0.522,3.221,52.928,3.988,42.972,37.658
438.956,240.077,39.87,0.0,1473.929,0.0,11.891,81.388,266.152,0.0,1.061,0.022,4.093,34.604,9.078,28.139,39.376
586.15,199.225,59.408,0.0,358.475,613.071,12.878,77.906,187.624,3.632,1.073,0.949,9.891,127.824,0.467,30.679,42.366
151.862,434.427,71.407,47.421,883.384,694.076,14.901,55.138,198.977,46.514,0.675,0.073,6.854,102.734,18.635,43.331,58.603
563.271,106.343,39.65,0.0,962.934,301.124,12.462,90.187,224.716,0.0,0.692,0.059,0.392,37.97,8.593,25.42,22.362
520.386,116.219,34.912,0.0,679.762,599.065,11.852,79.175,172.417,1.353,0.495,0.278,1.229,40.792,12.227,24.043,26.517
354.19,1400.886,329.127,0.0,387.783,0.0,15.303,93.049,399.866,83.363,3.443,0.039,28.16,417.662,0.0,92.823,125.199
258.683,222.519,41.01,57.857,820.024,847.873,12.98,74.252,182.188,15.804,0.448,0.612,2.805,42.378,17.974,29.59,41.525
599.927,459.528,151.244,0.0,754.434,0.0,11.934,109.467,329.193,0.0,2.583,0.844,18.409,215.369,0.0,31.448,64.713
345.062,143.541,52.623,0.0,490.654,1145.374,11.398,40.997,138.005,0.0,0.0,0.0,0.0,0.0,8.869,25.742,18.671
407.885,114.384,23.698,18.619,674.49,868.416,13.539,44.436,133.049,15.805,0.143,0.191,1.079,35.518,14.647,28.607,33.193
371.978,176.992,31.55,0.0,1254.728,298.394,13.306,60.062,210.003,9.374,0.638,0.041,2.87,35.026,15.436,31.181,37.243
795.885,109.624,105.551,0.0,89.844,383.246,10.095,154.128,279.857,0.0,0.906,0.745,9.085,140.013,0.0,27.42,16.401
447.069,198.376,37.395,0.0,1597.715,0.0,13.311,78.21,286.284,0.0,1.172,0.138,2.443,38.401,7.045,27.526,36.204
604.374,158.169,55.39,0.0,1432.693,0.0,12.055,109.543,317.635,0.0,1.252,0.37,0.789,42.689,0.0,27.382,21.269
467.181,214.361,35.638,0.0,1505.349,0.0,12.532,88.96,282.839,0.0,1.206,0.127,2.4,42.818,7.554,27.883,37.505
96.873,393.73,71.623,31.16,995.203,688.755,14.339,61.639,242.585,36.477,0.0,0.0,0.0,0.0,25.691,45.305,53.771
681.31,187.217,71.397,0.0,1062.448,0.0,11.56,162.067,345.459,0.0,0.909,0.115,0.23,48.479,0.0,27.472,12.078
611.253,208.77,45.246,0.0,1869.777,0.0,12.927,98.25,346.168,0.0,1.492,0.53,0.445,43.028,0.0,33.216,20.184
308.71,237.369,35.893,0.0,1247.097,271.578,13.143,78.574,222.169,23.987,0.275,0.016,5.68,37.465,27.295,43.42,36.625
308.057,1268.482,300.984,0.0,422.359,188.404,15.672,80.952,398.355,68.351,3.462,0.819,26.419,409.175,0.0,83.318,128.749
424.565,178.956,48.411,3.383,596.37,689.785,12.543,81.127,169.003,10.185,0.582,0.079,7.137,76.264,23.353,29.623,40.785
492.671,189.634,42.604,0.0,1623.918,0.0,12.413,84.436,289.97,0.0,1.161,0.026,1.551,29.419,9.598,29.761,33.111
306.161,132.824,22.702,66.507,760.831,876.325,13.948,46.023,163.512,36.264,0.147,0.178,3.908,48.952,20.019,29.608,33.476
378.515,160.184,28.702,3.437,900.24,541.328,12.538,71.326,187.105,14.576,0.424,0.026,1.866,34.458,13.588,25.208,32.139
575.172,321.031,124.099,0.0,273.158,589.396,11.696,116.332,238.532,2.439,1.298,0.325,8.639,169.115,0.0,35.965,42.793
89.188,454.004,57.695,55.513,879.835,824.497,14.743,47.571,212.053,60.123,0.171,0.197,1.964,79.37,2.497,48.444,40.195
518.167,132.636,39.508,0.0,649.121,650.768,13.446,75.163,166.858,0.0,0.565,0.271,3.902,58.31,6.325,26.81,34.826
450.992,243.585,37.84,0.0,1579.493,0.0,13.781,77.093,300.817,0.0,1.054,0.506,1.32,59.309,0.0,35.656,25.714
632.216,252.598,76.086,0.0,515.065,237.535,12.922,116.992,268.972,0.423,1.255,0.852,8.191,147.069,0.0,38.826,29.591
453.759,331.255,85.561,0.0,696.48,529.11,11.499,118.363,257.749,2.078,0.651,0.026,5.957,93.49,10.754,33.098,49.802
388.358,152.907,54.788,0.0,444.566,1112.291,12.081,47.269,150.192,0.0,0.0,0.0,0.0,0.0,8.285,26.695,21.982
490.06,255.545,55.504,0.0,1780.791,0.0,12.519,92.556,303.934,0.0,1.3,0.318,1.581,37.263,5.663,34.586,36.255
0.0,661.33,128.516,105.549,1050.458,558.288,15.42,18.61,218.962,75.937,0.0,0.0,0.0,0.0,27.104,54.518,72.294
726.348,251.486,117.991,0.0,473.517,80.995,11.977,174.776,355.14,0.0,1.26,0.653,7.088,154.898,0.0,41.497,22.308
381.318,324.303,57.506,0.0,966.433,371.096,12.997,105.626,243.552,18.572,0.806,0.208,3.396,72.914,0.0,38.699,44.593
687.386,245.843,76.999,0.0,243.847,391.834,13.017,95.686,211.675,0.0,1.575,1.165,16.531,187.947,0.0,34.071,34.856
669.638,135.18,54.808,0.0,681.014,303.394,12.976,104.683,240.779,0.0,0.858,0.494,3.762,86.464,0.0,28.851,12.326
370.672,118.959,25.828,0.0,642.332,838.188,13.0,64.928,158.842,15.377,0.168,0.265,1.106,34.497,13.336,25.47,30.199
103.741,374.779,73.802,124.539,803.116,938.275,16.012,56.248,215.374,66.291,0.469,0.481,3.918,98.856,11.97,45.924,45.17
0.0,611.312,97.901,74.874,897.593,779.727,15.871,43.758,224.893,81.087,0.709,0.068,5.706,125.351,10.487,55.239,67.822
501.737,123.397,33.735,0.0,460.385,860.319,12.519,78.688,149.707,0.0,0.355,0.668,2.201,46.783,6.24,27.636,25.221
