FA,GGBS,SF,MK,FA.1,CA,Molarity,NaOH,Na2SiO3,Water,F_V (vol%),F_D,F_L,F_M,days,Tem,Com
263.799,162.572,3.063,30.608,729.495,1080.114,10.908,69.541,152.862,21.457,0.15,0.101,2.559,0.0,42.319,23.383,44.248
352.257,171.726,0.0,11.273,827.172,678.594,13.128,90.513,206.745,0.0,0.147,0.1,0.856,0.0,22.193,21.988,40.929
270.168,348.824,6.194,31.29,1131.24,0.0,12.946,117.37,258.564,13.577,0.58,0.154,2.781,10.222,39.231,24.004,65.636
404.606,766.53,89.756,18.312,581.648,0.0,13.376,192.098,385.6,89.692,2.076,0.0,9.546,76.99,35.75,20.871,131.117
403.782,72.74,3.109,0.0,668.244,1044.051,13.832,87.89,161.197,0.0,0.057,0.0,1.469,0.0,24.096,20.698,38.397
348.19,427.399,25.93,2.546,1258.005,0.0,12.457,153.369,328.878,2.416,1.421,0.0,4.703,0.0,30.535,22.877,79.443
353.483,162.935,3.664,4.678,788.119,609.099,13.135,96.338,198.166,43.788,0.123,0.0,5.553,26.836,14.987,21.167,34.572
327.523,173.482,0.0,0.0,723.359,771.057,10.298,77.803,157.607,13.846,0.007,0.0,0.085,0.0,0.0,22.642,31.523
257.139,203.67,0.0,15.958,788.35,1089.397,8.155,64.507,128.499,8.269,0.056,0.0,0.212,0.0,85.243,22.042,47.772
462.908,192.108,3.948,5.555,953.546,431.301,11.151,59.392,121.032,136.746,0.0,0.072,0.0,0.0,11.804,25.826,29.578
472.779,374.97,40.473,0.0,586.814,632.439,12.238,165.832,371.308,17.917,1.683,0.098,33.513,159.369,22.067,21.445,84.749
330.497,156.934,0.0,21.639,632.938,1285.538,11.907,73.203,157.534,7.686,0.0,0.0,1.941,0.0,83.834,22.64,51.176
303.175,140.318,3.859,0.0,582.837,1035.663,12.934,81.7,156.322,4.463,0.022,0.0,0.769,0.0,6.491,21.865,35.34
263.479,835.855,63.787,58.128,785.375,0.0,14.27,167.026,329.405,80.919,1.003,0.0,4.32,62.976,32.263,23.599,121.578
355.58,279.282,4.183,11.107,1132.626,180.327,12.583,113.811,254.514,1.236,0.969,0.011,3.131,0.0,18.324,22.336,57.868
454.802,115.44,0.0,0.0,519.72,1210.996,9.816,124.504,244.365,15.304,0.193,0.51,33.203,186.433,13.727,19.683,32.995
398.204,928.397,103.52,0.0,676.431,0.0,13.006,205.553,337.748,106.614,0.632,0.0,0.0,0.0,27.383,20.91,129.015
432.538,128.817,3.129,25.646,845.224,723.882,12.379,91.88,200.128,2.117,0.204,0.0,7.329,41.611,47.4,22.112,44.486
235.055,521.923,3.509,484.247,570.939,0.0,12.922,209.937,367.569,24.901,0.119,0.0,1.817,0.0,27.881,19.305,77.851
307.055,143.88,0.0,0.0,578.912,1360.829,12.964,71.989,143.043,2.758,0.0,0.0,0.793,0.0,83.294,22.744,45.887
386.679,116.295,0.0,0.0,1071.346,293.382,11.113,111.83,237.835,0.695,0.416,0.222,8.539,43.589,14.206,21.921,35.806
253.872,216.664,5.699,6.295,777.663,876.167,11.491,78.552,179.628,6.591,0.073,0.0,1.766,0.0,24.426,22.769,43.548
413.378,79.407,3.786,0.0,668.83,833.572,13.708,78.935,140.175,32.806,0.0,0.138,0.271,0.0,7.737,23.186,28.552
479.735,113.989,0.0,0.0,455.246,827.21,14.5,97.502,176.231,1.077,0.03,0.0,0.412,0.0,0.0,21.577,23.891
379.202,128.25,0.0,17.829,816.379,964.27,10.329,89.051,181.725,4.912,0.097,0.04,0.898,0.0,50.778,22.414,46.664
238.353,199.909,0.0,0.0,789.468,1045.963,6.155,73.768,138.07,0.0,0.0,0.0,0.0,0.0,37.013,21.84,43.082
489.528,116.313,0.0,0.0,350.752,1458.272,10.662,141.069,255.428,1.7,0.283,0.656,44.507,246.298,9.371,19.136,25.858
478.645,83.163,0.0,0.926,925.389,695.616,12.24,83.051,165.746,0.0,0.218,0.0,0.23,0.0,0.0,22.296,27.424
23.186,693.964,0.0,15.023,674.651,910.209,12.012,112.538,203.221,8.309,0.0,0.0,0.0,0.0,43.518,20.673,88.735
249.412,148.038,7.0,45.114,658.146,1148.992,10.843,67.22,147.293,6.94,0.082,0.058,0.835,0.0,10.079,24.491,37.629
350.669,149.203,8.614,28.345,952.136,641.302,12.428,93.162,203.909,5.731,0.143,0.002,2.099,11.853,46.116,22.58,44.409
95.995,266.847,1.488,168.044,582.583,1016.283,11.859,92.958,167.221,4.315,0.0,0.0,0.365,0.0,6.925,22.481,37.201
319.065,156.445,5.502,37.812,838.501,691.474,12.416,89.789,189.765,8.977,0.177,0.0,1.588,0.0,12.499,22.289,38.078
212.145,177.787,1.242,102.14,668.02,863.907,9.065,84.389,155.835,17.896,0.026,0.185,0.927,0.0,20.675,23.013,40.631
463.409,796.953,96.528,27.641,624.88,141.516,13.207,204.04,356.843,167.885,1.107,0.0,15.007,133.558,29.488,19.803,126.7
317.543,115.182,0.595,31.059,612.792,833.87,13.445,90.401,185.228,4.278,0.076,0.0,0.876,0.0,0.0,21.831,36.442
421.696,392.758,30.514,27.001,511.757,864.576,11.347,147.224,318.821,14.782,0.89,0.376,22.974,123.801,40.036,22.994,86.461
376.833,118.486,1.101,0.0,645.711,1025.563,13.068,68.587,125.041,11.327,0.0,0.0,0.0,0.0,0.0,21.738,27.201
391.97,109.88,4.572,0.0,505.887,1073.868,14.308,104.97,195.633,11.503,0.071,0.0,2.584,0.0,30.065,20.089,43.521
393.231,79.038,0.0,8.052,475.838,1325.254,15.059,89.398,153.172,11.793,0.01,0.0,1.781,0.0,69.127,23.446,45.251
227.868,863.841,61.823,57.532,600.606,109.866,12.738,203.586,295.229,19.128,0.281,0.0,0.729,0.0,20.772,17.311,108.637
308.386,260.292,2.168,18.274,717.03,793.496,14.593,87.804,193.977,45.608,0.0,0.0,0.0,0.0,72.563,24.03,53.78
590.075,148.548,6.875,0.0,1038.823,242.739,13.69,95.735,179.532,136.623,0.083,0.0,0.899,0.0,12.113,24.924,20.386
411.632,127.075,4.101,25.552,797.108,1092.118,14.923,85.028,199.876,0.0,0.0,0.0,0.927,0.0,113.613,24.707,53.777
547.082,68.4,0.071,28.876,497.323,1383.724,17.027,99.011,202.038,6.473,0.0,0.0,0.596,0.0,148.645,23.977,57.459
430.455,284.215,45.513,0.768,591.329,669.034,10.829,168.747,285.645,14.743,0.306,0.218,1.687,0.0,10.205,21.109,47.459
362.353,143.541,0.0,0.296,623.303,1035.195,8.512,83.705,155.393,3.949,0.043,0.0,1.128,0.0,43.426,21.793,41.529
361.833,278.507,5.008,19.696,1097.332,47.147,12.592,113.503,288.068,8.763,0.976,0.0,8.545,30.952,32.859,24.485,57.76
316.719,202.847,0.0,12.08,683.984,929.404,5.395,80.544,145.774,0.0,0.0,0.0,0.0,0.0,39.269,22.292,42.741
316.789,947.078,51.238,536.964,630.467,0.0,13.78,253.43,434.643,25.719,0.443,0.0,2.63,24.376,28.756,18.13,127.296
0.0,735.644,0.284,45.925,786.945,493.961,11.797,115.364,211.945,2.516,0.0,0.0,0.0,0.0,32.544,23.977,87.092
220.573,185.039,0.0,0.0,729.743,1177.28,9.561,66.572,119.41,3.604,0.0,0.0,0.0,0.0,36.925,22.46,43.344
288.88,123.422,0.0,176.49,418.013,812.476,13.81,129.221,214.958,15.872,0.0,0.016,1.641,0.0,9.311,23.086,36.4
104.684,580.907,6.6,0.0,715.883,429.418,12.458,112.629,203.529,33.967,0.0,0.0,0.0,0.0,36.999,21.081,83.082
384.852,156.811,2.87,18.97,713.095,1039.838,10.403,79.829,172.277,7.035,0.132,0.017,1.85,0.0,39.797,23.728,43.556
25.862,643.96,0.0,191.428,678.897,291.982,14.291,141.611,213.776,10.318,0.0,0.0,0.295,0.0,39.47,18.035,86.37
186.842,148.785,3.684,407.922,578.796,636.492,12.797,135.74,249.252,26.504,0.093,0.0,1.423,0.0,11.153,20.523,35.549
322.563,150.608,0.0,12.453,1001.739,860.661,11.662,78.888,185.829,0.0,0.0,0.0,0.802,1.463,89.312,22.351,54.148
386.24,140.701,0.0,33.926,889.3,877.629,10.415,81.57,182.824,2.915,0.111,0.0,1.227,2.252,70.128,23.757,52.389
204.949,163.286,0.0,86.423,670.486,1168.724,11.15,80.392,151.109,21.159,0.114,0.0,1.524,0.0,34.445,22.583,43.513
402.311,161.084,0.0,49.262,553.198,1031.159,15.573,86.567,179.031,36.892,0.0,0.029,1.346,0.0,52.179,24.968,48.627
355.54,162.355,0.0,15.607,601.958,1073.561,14.697,83.449,187.414,2.574,0.01,0.0,1.066,0.0,127.791,24.901,59.826
359.941,281.368,33.256,0.0,639.524,707.316,12.937,124.072,182.832,27.169,0.132,0.0,0.0,0.0,1.664,22.699,49.156
470.846,63.864,0.0,14.946,448.573,1189.338,15.84,91.062,173.581,0.0,0.0,0.0,0.872,0.0,71.428,22.901,46.752
293.025,153.484,0.0,0.0,569.303,1100.761,13.035,75.621,153.856,0.0,0.0,0.0,0.0,0.0,65.741,21.145,48.004
566.359,99.623,10.292,20.951,666.474,780.245,15.608,94.98,144.541,76.439,0.0,0.155,0.492,0.0,26.543,23.285,34.816
467.555,95.438,1.443,0.0,415.222,1172.413,14.828,95.118,179.811,0.0,0.015,0.0,2.473,0.0,65.965,20.558,43.744
754.912,193.668,33.824,0.0,1130.182,137.294,10.678,150.238,173.903,190.222,0.192,0.307,3.699,0.0,5.112,22.651,28.768
327.554,185.507,8.705,0.0,1004.858,390.196,10.265,96.951,200.894,0.0,0.422,0.031,1.946,3.169,9.818,24.674,44.038
380.631,90.177,0.0,16.968,566.121,1308.484,12.632,71.989,140.478,11.329,0.028,0.0,0.745,0.0,69.921,23.288,44.219
437.139,86.203,2.223,30.78,758.58,921.579,11.554,72.894,159.543,4.222,0.0,0.0,0.721,0.0,44.934,21.916,34.772
281.362,885.268,85.701,84.278,653.236,0.0,15.19,188.018,389.199,72.007,1.39,0.0,11.321,108.792,73.246,20.216,150.383
457.912,73.018,0.0,0.0,531.438,1409.85,16.596,86.242,174.327,21.7,0.0,0.0,0.779,0.0,109.149,24.776,50.349
264.71,186.677,0.0,44.845,744.684,508.46,13.584,88.342,175.221,5.444,0.08,0.186,2.064,0.0,10.186,22.414,39.907
580.066,158.972,11.317,9.37,943.085,327.247,13.624,81.308,156.205,152.552,0.046,0.0,2.268,0.0,12.676,24.609,19.996
365.747,166.95,0.0,14.861,1067.973,529.437,7.859,83.869,179.248,0.0,0.146,0.045,0.0,0.0,36.205,22.347,45.424
386.452,102.247,0.0,26.48,543.92,1309.13,11.007,78.588,152.515,6.29,0.09,0.0,2.225,0.0,59.888,22.429,44.156
392.339,384.32,27.953,2.655,1118.137,53.081,9.927,105.95,233.823,196.119,0.092,0.0,2.863,27.267,29.017,25.73,54.49
529.509,84.587,8.313,43.923,777.893,539.909,14.382,88.361,170.91,66.865,0.071,0.067,0.547,0.0,50.014,25.194,35.797
402.887,117.126,0.0,24.122,629.616,1346.966,13.311,80.808,172.414,2.615,0.0,0.0,0.536,0.0,138.618,23.152,56.772
168.898,147.847,0.0,645.95,454.11,54.732,13.392,206.758,360.056,27.327,0.047,0.0,2.235,0.0,15.625,21.087,38.775
295.146,158.242,0.0,403.172,434.078,935.869,9.411,158.771,318.272,13.924,0.0,0.53,10.841,22.832,14.079,19.547,34.154
208.069,775.806,22.477,122.347,696.336,55.982,12.343,162.351,271.309,13.745,0.372,0.071,6.891,41.038,19.886,19.912,112.757
362.5,106.062,0.0,5.508,578.218,1284.441,13.096,75.284,144.118,10.06,0.0,0.0,0.041,0.0,72.382,22.32,44.243
292.713,170.202,0.0,7.558,690.883,1211.97,11.49,68.179,146.074,1.656,0.0,0.0,0.283,0.0,92.358,22.365,53.186
17.789,240.808,0.0,516.681,692.042,828.064,9.802,135.453,243.233,18.952,0.0,0.087,0.0,0.0,25.779,22.396,38.778
300.648,173.987,4.268,20.395,734.375,753.357,9.829,85.447,161.999,11.968,0.071,0.174,0.807,0.0,13.377,22.999,37.273
379.896,156.436,2.977,15.417,753.424,821.07,9.864,93.961,182.213,5.631,0.159,0.141,7.094,46.279,32.562,22.131,40.309
466.153,290.881,27.435,38.374,571.417,1162.585,12.841,124.995,274.44,79.555,0.633,0.265,31.019,203.016,33.62,20.523,60.822
318.183,96.185,2.923,47.807,554.407,1017.797,14.84,112.168,179.755,20.711,0.044,0.0,2.667,0.0,27.784,23.486,43.363
658.425,416.528,56.262,0.0,930.509,65.405,11.87,151.211,253.02,253.115,0.339,0.0,4.276,35.509,25.448,21.761,49.131
454.605,78.803,0.0,2.441,1063.573,754.671,13.971,85.901,216.747,0.0,0.046,0.005,0.955,0.0,56.432,22.281,40.178
588.61,122.89,6.828,62.856,787.458,263.928,13.63,92.87,150.411,114.208,0.147,0.311,0.233,0.0,30.619,25.094,35.286
85.095,344.213,0.0,78.654,666.661,974.141,11.157,84.575,127.101,1.328,0.0,0.022,0.0,0.0,19.125,20.058,46.073
558.436,131.121,11.061,43.086,1496.018,0.0,14.033,86.329,238.886,63.442,0.433,0.0,1.249,0.0,44.005,25.043,37.468
139.687,840.823,37.845,4.11,870.005,0.0,13.106,162.38,305.142,68.875,0.393,0.0,0.0,7.279,29.58,22.537,119.132
304.468,92.399,0.0,73.506,367.974,1183.125,14.376,96.214,144.985,5.613,0.0,0.0,0.013,0.0,3.334,22.049,34.317
423.532,419.001,46.459,400.179,762.464,0.0,12.514,237.742,410.38,14.733,0.0,0.277,1.806,0.0,41.085,22.364,74.178
326.258,178.663,0.0,0.0,735.95,866.736,4.568,74.885,141.709,0.0,0.032,0.074,0.308,0.0,18.112,22.327,39.274
230.638,340.187,0.0,0.975,748.584,936.382,11.818,89.851,143.935,36.463,0.0,0.0,0.0,0.0,1.304,21.513,40.826
342.312,109.221,4.533,56.948,803.587,793.492,14.706,101.635,199.716,6.417,0.089,0.023,1.495,0.0,58.519,22.603,48.364
567.207,62.657,0.0,64.148,513.686,1000.095,14.044,93.432,165.455,42.221,0.197,0.058,1.137,0.0,62.646,23.945,45.589
537.717,51.927,0.0,22.277,551.146,1008.355,12.224,75.005,132.739,19.219,0.025,0.091,0.661,0.0,10.819,23.452,30.836
166.152,161.119,1.944,450.764,604.063,542.611,12.067,153.945,286.395,25.669,0.072,0.0,2.84,0.0,22.105,22.491,45.291
444.424,66.001,0.0,31.57,831.734,1014.57,12.347,90.872,172.135,0.0,0.0,0.0,0.832,0.0,51.239,20.878,44.595
197.5,978.809,44.562,17.98,776.953,0.0,13.829,163.808,313.164,115.27,0.821,0.0,0.0,38.549,28.213,23.836,130.267
301.661,151.839,0.475,21.882,799.318,838.214,12.294,86.29,171.391,0.0,0.109,0.0,0.26,0.0,0.0,21.974,32.718
252.799,201.155,0.0,0.0,666.039,1163.068,8.009,67.971,101.002,4.369,0.0,0.0,0.0,0.0,51.379,21.556,42.046
425.466,96.056,0.0,51.535,977.44,741.12,12.04,81.205,186.904,0.0,0.085,0.0,1.905,0.0,60.034,23.817,44.932
528.574,242.368,29.393,0.0,854.509,550.121,11.891,132.893,249.784,121.781,0.529,0.0,16.802,117.762,19.769,21.063,36.02
233.629,241.596,7.816,5.515,750.654,765.977,8.083,84.234,135.608,2.246,0.035,0.068,0.031,0.0,10.187,21.765,42.255
239.115,113.08,0.227,142.485,556.463,1103.959,12.84,90.359,159.41,14.162,0.0,0.0,1.449,0.0,0.0,22.978,36.389
501.261,125.122,14.597,19.069,1334.103,73.441,13.907,107.096,255.081,37.231,0.559,0.0,3.856,0.0,60.07,24.274,39.874
523.157,78.964,0.0,24.316,868.333,566.744,11.699,84.136,156.079,21.238,0.115,0.0,0.045,0.0,0.0,21.64,24.462
572.597,129.529,0.0,0.0,1012.447,460.542,13.553,81.18,139.974,183.968,0.0,0.151,0.0,0.0,11.946,23.619,23.638
299.133,186.127,0.0,19.978,613.467,978.626,6.03,76.009,142.529,0.0,0.06,0.049,0.597,0.0,6.002,21.135,34.594
365.556,116.767,0.0,7.291,637.965,1017.05,12.893,80.629,160.773,0.0,0.0,0.0,1.626,0.0,40.797,23.083,41.31
383.316,171.076,4.699,13.056,744.475,1009.063,7.539,89.81,169.259,33.951,0.052,0.171,8.039,22.754,33.132,21.655,37.868
917.929,433.523,90.883,0.0,582.914,496.688,11.369,228.334,407.64,213.213,0.69,0.209,27.693,168.317,36.411,19.06,68.98
284.009,194.187,0.0,10.33,746.071,825.274,7.198,82.218,142.154,9.373,0.047,0.174,0.083,0.0,14.967,21.708,40.36
418.952,83.387,2.228,35.136,690.793,1165.422,12.287,78.892,171.127,0.0,0.038,0.0,0.385,0.0,68.097,23.426,43.071
338.077,217.646,8.984,56.177,949.977,406.171,11.103,100.33,211.062,20.967,0.495,0.297,4.248,22.956,18.74,22.867,51.459
303.732,194.271,0.0,0.0,932.938,456.903,11.781,85.889,180.746,0.0,0.197,0.0,0.804,0.0,33.743,22.642,48.724
389.189,114.989,0.0,26.156,568.102,1170.66,10.071,75.246,151.936,4.954,0.103,0.0,0.587,0.0,83.725,22.323,47.82
336.026,147.97,0.0,38.02,1131.862,489.541,10.661,86.502,211.567,0.0,0.282,0.0,2.094,0.0,76.844,24.018,54.775
211.949,443.067,17.714,507.739,641.525,113.327,12.813,203.984,352.69,26.807,0.242,0.07,1.609,3.357,31.486,18.3,69.646
273.694,235.206,0.0,15.154,557.776,1165.827,14.508,88.951,162.074,0.276,0.0,0.108,0.887,0.0,72.054,23.653,54.225
438.983,137.287,6.035,0.0,949.455,401.316,13.417,87.816,157.803,77.705,0.034,0.0,1.557,0.0,8.063,21.367,26.716
587.957,223.721,42.107,47.918,1322.183,0.0,12.979,109.589,240.415,139.592,0.299,0.0,0.0,0.0,49.455,23.462,36.018
379.291,279.506,41.304,19.03,559.42,560.628,11.18,151.082,248.034,11.033,0.0,0.054,1.132,0.0,17.493,17.443,49.228
314.594,200.893,0.0,0.0,1103.637,407.355,8.04,84.032,167.85,0.0,0.102,0.0,0.0,0.0,42.897,23.391,47.004
307.612,196.024,0.223,0.0,769.668,650.469,12.709,79.747,183.385,17.144,0.047,0.067,0.881,0.0,19.632,21.969,40.411
262.555,821.96,54.892,23.389,775.562,0.0,13.581,167.74,363.14,85.147,1.533,0.0,4.499,64.495,22.604,24.178,124.097
442.008,68.424,0.0,21.743,653.757,1224.728,15.558,79.543,187.179,6.073,0.0,0.0,1.025,0.0,104.032,24.223,51.13
401.1,538.485,18.607,0.0,1311.201,0.0,12.334,166.264,360.334,15.929,1.936,0.0,4.992,0.0,24.985,23.708,94.159
455.129,102.95,6.942,42.09,669.792,677.49,15.458,86.274,184.064,51.147,0.0,0.103,0.841,0.0,90.075,21.256,48.521
296.219,146.45,0.0,13.59,634.931,947.775,8.809,81.046,159.157,8.975,0.13,0.252,0.435,0.0,0.69,22.532,30.918
301.33,281.155,8.159,28.714,832.31,475.648,11.008,86.197,182.23,66.031,0.003,0.038,0.24,0.0,56.224,24.416,51.84
311.482,474.829,8.704,35.042,1160.258,0.0,13.887,141.776,309.707,8.604,1.218,0.0,7.852,24.654,57.221,20.82,92.015
545.193,37.359,0.0,7.228,508.704,1341.923,16.621,91.943,190.207,11.81,0.0,0.0,0.0,0.0,119.641,24.064,54.332
0.0,860.406,0.0,74.26,806.321,257.626,12.185,123.804,229.484,3.576,0.0,0.0,0.0,0.0,57.657,20.315,107.004
473.755,147.715,0.0,0.0,1309.884,69.467,12.279,138.747,307.779,0.0,0.914,0.006,17.166,25.172,28.026,21.793,37.324
397.26,104.109,0.0,20.569,474.988,1085.758,14.254,80.58,146.953,10.295,0.019,0.0,1.776,0.0,61.944,24.332,43.585
203.813,270.46,8.317,389.091,702.36,505.541,12.457,155.266,280.067,26.373,0.054,0.034,3.213,0.0,24.989,22.263,52.268
355.194,191.253,5.864,33.634,657.786,883.79,8.698,96.052,180.674,7.635,0.15,0.227,9.106,38.095,17.027,21.795,41.261
360.417,115.31,0.411,7.086,566.642,1168.793,13.766,82.397,164.106,3.965,0.023,0.0,1.436,0.0,89.106,23.505,52.098
381.571,190.83,0.0,0.0,993.233,250.215,10.331,102.246,226.466,0.0,0.456,0.0,7.539,16.762,4.213,20.846,37.977
516.845,38.88,0.0,3.296,926.442,707.718,15.077,90.983,205.437,0.0,0.047,0.0,1.512,0.0,40.733,23.563,36.253
639.581,117.636,0.0,25.345,1298.857,207.15,14.952,115.32,264.996,0.921,0.342,0.0,1.995,0.0,57.081,24.025,44.025
565.652,156.238,17.586,25.656,1162.528,157.154,12.226,83.605,161.139,150.088,0.068,0.032,2.498,0.0,40.544,25.949,31.411
314.404,339.371,22.21,3.741,694.688,660.586,9.327,116.291,206.562,10.272,0.212,0.316,6.077,35.183,16.079,23.396,58.216
310.062,198.237,0.0,20.811,711.439,1014.824,4.007,71.336,126.416,5.454,0.039,0.0,0.0,0.0,70.711,21.785,46.358
622.027,102.364,13.359,0.0,654.06,413.347,14.852,90.823,141.241,93.281,0.0,0.221,0.0,0.0,2.373,22.936,22.464
449.138,189.375,0.304,0.0,988.945,398.684,12.729,73.872,147.31,113.419,0.002,0.0,0.0,0.0,0.0,24.101,22.556
415.393,128.825,1.806,15.523,881.542,593.704,10.829,84.388,154.257,72.261,0.0,0.0,0.236,0.0,9.297,24.01,24.311
255.829,298.408,0.0,9.025,744.127,799.42,7.39,89.923,149.813,0.279,0.0,0.0,0.0,0.0,45.023,23.505,51.518
369.02,278.134,7.843,36.908,524.012,1052.569,14.454,94.306,195.488,39.967,0.0,0.0,0.0,0.0,36.688,25.865,51.697
425.719,75.002,5.78,0.0,711.994,1008.306,14.527,83.087,204.006,0.0,0.07,0.0,0.626,0.0,53.892,22.014,39.207
382.17,301.875,29.12,0.0,878.802,355.963,13.503,99.851,193.509,98.609,0.031,0.0,0.0,0.0,11.162,22.966,47.546
454.182,99.509,0.933,43.963,966.078,667.12,12.977,89.023,212.459,0.0,0.061,0.0,1.404,0.0,60.914,22.466,44.681
354.866,181.565,0.0,0.0,1113.757,453.38,6.56,80.751,174.04,0.0,0.089,0.116,0.0,0.0,14.338,21.247,39.831
255.018,96.369,0.0,519.562,233.265,562.666,13.859,224.385,334.001,19.175,0.0,0.038,1.173,0.0,5.391,21.505,39.613
498.179,72.443,0.546,0.0,314.412,1075.907,14.62,90.731,168.326,0.271,0.054,0.059,1.985,0.0,0.0,21.667,30.87
382.88,167.991,0.0,0.0,1169.642,224.375,11.651,98.19,208.664,3.291,0.422,0.13,1.81,0.0,19.828,23.167,43.615
318.844,149.812,16.856,151.185,433.032,858.679,12.509,126.783,216.276,17.368,0.09,0.0,2.579,0.0,4.708,21.908,36.669
423.394,454.335,49.039,46.736,531.901,818.851,12.737,164.815,326.849,114.334,0.852,0.23,25.544,188.747,27.421,22.174,85.503
645.615,222.493,48.444,7.323,718.671,738.36,12.512,158.595,261.58,115.024,0.345,0.277,18.266,107.894,41.262,20.75,40.018
395.118,118.632,4.536,0.0,963.482,683.998,12.215,92.456,197.311,1.772,0.191,0.056,1.202,2.913,36.445,22.376,43.439
253.062,161.134,0.0,52.441,623.646,999.021,11.641,84.685,155.139,18.574,0.058,0.052,0.739,0.0,9.689,22.539,37.253
341.112,441.736,0.221,0.0,1473.569,0.0,12.278,156.517,318.605,0.0,1.374,0.105,2.235,0.0,26.042,21.745,80.156
443.796,132.142,6.462,39.063,839.634,725.885,14.676,85.862,173.504,55.916,0.017,0.0,2.81,0.0,76.752,24.449,47.851
552.338,133.858,5.443,37.525,818.156,425.018,14.809,94.195,157.904,62.876,0.0,0.0,3.022,0.0,13.138,21.57,23.523
445.393,75.296,0.0,0.136,929.92,727.514,12.724,85.061,182.431,6.756,0.115,0.0,1.473,0.0,3.554,23.545,27.78
270.73,865.347,56.732,18.493,846.776,111.074,14.59,141.328,258.235,140.327,0.189,0.0,0.0,0.0,46.526,19.697,116.547
341.718,446.444,17.876,0.641,1170.735,0.0,11.892,142.682,302.781,1.837,1.457,0.178,8.501,19.733,33.234,24.026,85.431
541.712,770.17,54.043,141.24,277.287,69.48,12.962,235.847,450.372,36.674,1.695,0.402,21.602,138.538,25.541,21.042,136.572
403.11,208.601,0.0,19.588,703.878,948.087,11.657,79.549,121.686,71.405,0.019,0.025,0.05,0.0,23.067,23.696,39.765
278.833,131.76,0.178,0.0,592.013,1111.316,13.32,79.689,138.046,13.578,0.014,0.0,0.6,0.0,58.936,23.577,46.037
497.685,20.578,2.718,5.477,419.7,1210.452,15.012,82.773,168.901,0.0,0.0,0.0,1.229,0.0,46.009,21.23,35.795
584.946,234.937,25.336,0.0,884.834,579.595,11.326,126.558,254.487,165.096,0.547,0.0,25.811,185.76,22.543,21.104,35.398
295.736,549.428,32.347,48.402,1010.276,0.0,15.146,153.615,328.955,15.075,0.991,0.0,1.165,0.0,106.042,24.034,107.09
212.412,852.391,32.472,229.156,629.702,33.585,14.377,176.788,303.678,27.31,0.226,0.0,0.224,0.0,32.093,21.345,122.877
493.072,81.476,4.457,0.0,428.357,1022.532,16.215,94.041,126.163,31.13,0.0,0.167,1.353,0.0,14.21,22.689,38.957
458.474,79.026,0.0,10.666,506.892,1183.504,12.392,85.479,155.287,0.0,0.0,0.0,1.299,0.0,32.421,23.344,40.732
209.291,135.929,2.414,49.116,580.167,1108.303,11.592,73.89,148.744,17.3,0.053,0.147,0.492,0.0,14.274,23.072,42.567
258.326,334.438,5.891,0.0,638.541,722.589,13.849,107.185,202.398,6.877,0.0,0.213,0.698,0.0,24.598,19.224,54.566
460.373,98.474,3.087,40.015,677.245,871.429,11.834,74.307,140.555,16.316,0.017,0.0,1.163,0.0,47.718,23.39,36.24
277.867,220.379,0.0,15.482,735.142,814.21,9.419,76.102,153.284,11.841,0.076,0.063,0.0,0.0,32.353,22.816,40.135
358.202,135.25,11.495,24.879,616.838,989.054,13.248,97.282,202.552,0.0,0.116,0.0,5.72,16.243,28.727,19.987,38.154
452.172,74.203,0.0,9.327,533.527,1245.681,14.49,87.827,178.213,0.0,0.012,0.0,2.154,0.0,64.208,23.003,46.169
523.022,87.777,3.189,48.324,701.295,790.745,14.72,86.695,188.279,17.968,0.074,0.0,2.356,0.0,60.631,23.564,42.788
461.021,82.365,0.0,38.794,499.568,1085.284,13.319,82.287,142.603,17.39,0.089,0.0,2.026,0.0,45.155,24.96,37.429
296.735,141.078,0.0,5.017,556.943,1277.04,10.019,73.839,126.917,0.0,0.0,0.0,0.0,0.0,43.704,22.56,38.724
313.644,120.273,1.824,46.34,412.444,1312.107,13.833,84.055,127.769,12.56,0.0,0.0,0.531,0.0,2.977,21.884,32.496
569.659,22.969,1.16,38.765,413.988,1119.265,17.796,94.418,199.035,2.334,0.0,0.0,0.15,0.0,85.292,23.641,48.971
352.249,68.548,0.0,84.239,238.238,1139.145,14.851,121.189,178.706,6.931,0.0,0.154,0.349,0.0,0.0,22.887,36.421
326.881,139.873,0.0,15.256,770.694,1193.374,12.045,78.84,168.221,10.737,0.01,0.0,1.486,0.0,49.873,21.26,43.492
413.939,442.457,13.841,30.267,802.131,173.557,11.545,180.621,318.798,6.198,1.078,0.12,7.269,38.257,19.304,19.829,69.873
372.245,106.292,0.0,2.651,581.563,1068.424,10.1,69.719,136.247,5.778,0.116,0.0,0.686,0.0,22.452,22.266,36.706
515.537,77.629,1.434,47.218,685.245,994.957,14.989,89.343,185.237,8.652,0.023,0.0,2.363,0.0,70.03,22.404,46.211
435.149,547.393,106.391,47.224,761.883,0.0,11.868,190.204,305.521,87.446,0.276,0.0,0.319,0.0,31.662,23.633,87.888
592.573,410.607,91.028,12.241,1005.758,0.0,12.053,153.306,260.646,198.82,0.404,0.0,0.0,0.0,22.903,21.478,52.733
42.493,634.713,0.0,11.806,692.941,510.055,11.97,108.816,186.669,20.974,0.0,0.0,0.0,0.0,43.126,22.249,83.329
