FA,GGBS,SF,MK,FA.1,CA,Molarity,NaOH,Na2SiO3,Water,F_V (vol%),F_D,F_L,F_M,days,Tem,Com
535.1,119.49,11.415,6.02,499.879,942.128,16.935,99.629,197.282,39.822,0.0,0.0,1.541,0.0,94.326,24.534,54.685
374.421,129.994,0.0,0.0,535.292,1026.877,7.68,81.2,164.557,0.0,0.0,0.154,7.969,16.721,16.41,21.824,35.924
234.055,826.483,39.991,43.438,701.025,0.0,13.508,178.394,341.967,65.589,1.265,0.0,8.378,85.731,19.018,20.173,128.242
32.361,658.287,0.0,66.272,709.878,610.364,11.945,109.036,224.889,17.376,0.0,0.0,0.0,0.0,16.369,22.724,81.149
389.174,105.291,3.894,0.0,385.435,1082.224,14.387,99.458,169.709,10.702,0.171,0.063,2.812,0.0,19.276,24.878,39.392
236.151,449.971,1.307,0.0,904.618,634.915,9.504,108.583,196.469,92.553,0.0,0.0,0.0,0.0,36.26,22.786,60.515
350.294,346.823,24.027,21.854,708.731,882.951,15.035,101.547,167.823,95.065,0.0,0.0,0.0,0.0,36.461,23.111,60.868
444.716,114.417,5.486,31.418,884.653,640.233,9.15,64.872,134.908,77.695,0.061,0.0,0.24,0.0,41.754,24.591,38.444
483.962,445.655,45.948,0.0,380.035,840.486,11.69,182.962,342.741,0.0,1.109,0.498,29.549,169.588,15.147,21.905,86.915
312.285,292.059,12.146,7.481,1057.503,172.952,12.989,103.319,234.53,62.331,0.274,0.0,0.0,3.433,28.156,23.646,53.121
294.028,161.229,6.415,13.788,753.388,1007.926,10.257,70.384,156.625,7.705,0.112,0.0,0.65,0.0,35.143,23.756,41.866
449.99,125.825,0.0,0.0,1124.81,360.057,12.726,103.938,219.525,0.0,0.375,0.0,0.036,0.0,0.0,21.959,29.48
554.393,885.161,151.364,47.918,719.166,0.0,14.88,208.411,410.338,189.501,1.736,0.0,6.244,75.419,87.998,21.408,148.283
332.342,120.247,1.418,1.743,638.697,1167.389,13.284,81.37,153.321,8.251,0.086,0.0,2.041,0.0,60.835,23.666,49.972
289.694,250.565,8.278,94.919,1101.939,402.735,11.471,109.396,251.668,9.049,0.572,0.106,2.569,0.0,14.232,23.408,46.743
409.956,157.861,6.367,48.4,629.712,833.998,14.625,86.101,191.632,35.714,0.0,0.0,1.331,0.0,79.285,26.52,49.217
601.086,294.357,26.738,0.0,1093.911,187.57,13.505,85.665,150.515,247.996,0.0,0.01,0.0,0.0,34.518,22.162,44.148
143.936,289.984,0.975,159.777,650.747,836.542,14.26,107.491,190.993,9.632,0.0,0.0,0.378,0.0,61.935,20.278,57.544
220.308,144.522,0.0,116.485,546.379,972.028,14.71,106.792,180.429,18.973,0.0,0.273,1.264,0.0,38.252,21.625,44.027
164.309,423.534,0.0,40.514,717.964,817.243,9.311,91.319,180.14,13.838,0.0,0.018,0.0,0.0,14.643,23.136,57.021
180.77,508.346,11.435,16.034,758.656,661.618,13.643,113.924,188.041,10.318,0.0,0.0,0.417,0.0,61.753,23.074,77.699
510.445,130.875,0.0,31.3,1521.55,0.0,13.38,120.81,302.283,0.0,0.697,0.0,2.972,0.0,56.067,22.261,44.021
334.533,117.689,3.056,6.333,731.365,1142.553,10.878,74.223,158.46,10.632,0.096,0.0,1.323,0.0,33.005,22.954,39.279
371.521,103.985,4.541,0.0,571.552,1192.822,11.009,81.84,189.503,7.177,0.116,0.041,11.678,58.457,37.886,20.027,42.148
932.698,590.33,220.986,103.026,255.011,4.143,8.998,386.737,530.09,68.657,0.0,0.801,1.747,0.0,48.54,23.991,85.121
491.804,219.198,25.308,13.441,1073.156,0.0,14.256,105.507,255.71,110.366,0.415,0.0,2.502,29.36,61.409,24.621,45.764
335.369,157.745,1.522,0.0,638.182,993.532,8.274,77.785,153.949,0.195,0.069,0.073,3.17,3.89,11.898,21.487,38.147
348.226,141.971,0.0,0.0,755.662,1060.494,7.687,72.756,135.506,0.0,0.087,0.0,0.0,0.0,6.859,22.58,32.033
397.38,260.175,31.687,15.288,566.236,658.694,14.106,99.984,148.96,48.474,0.0,0.0,0.211,0.0,24.476,23.753,58.621
216.111,769.417,49.894,76.328,576.888,86.71,12.813,190.728,298.555,9.62,0.473,0.055,0.0,0.0,13.818,21.453,107.696
292.983,158.072,0.0,0.0,699.396,1213.301,9.793,66.783,126.269,2.075,0.033,0.102,0.181,0.0,38.905,23.446,40.577
240.66,1004.192,89.874,42.172,809.333,0.0,15.088,171.507,327.862,66.393,0.871,0.0,0.0,0.0,80.34,20.741,152.656
352.536,154.752,0.0,0.0,730.424,799.508,5.824,80.003,128.321,11.948,0.092,0.023,0.0,0.0,4.628,22.903,32.371
555.156,89.817,0.0,0.0,654.838,703.083,13.331,84.942,134.171,64.506,0.0,0.0,0.841,0.0,0.0,20.945,20.415
522.012,141.038,0.0,0.0,944.154,268.445,12.355,117.94,209.949,27.727,0.115,0.0,9.009,42.42,0.0,19.408,14.027
493.016,89.405,0.0,0.0,690.472,754.757,13.319,77.63,137.448,31.247,0.0,0.019,0.0,0.0,0.0,23.767,27.104
459.127,66.638,0.0,0.0,458.888,1224.989,15.82,91.453,155.07,23.429,0.0,0.0,3.021,0.0,33.29,23.423,37.663
544.12,156.451,9.598,1389.254,0.0,0.0,9.1,532.899,876.272,62.151,0.0,0.972,11.613,0.0,46.657,16.946,31.167
440.635,113.78,2.518,67.98,948.494,836.917,12.536,82.942,199.382,22.151,0.06,0.0,1.653,2.892,94.561,23.61,51.878
402.168,127.498,0.113,0.0,766.665,531.105,8.062,90.95,164.043,43.814,0.071,0.02,8.942,40.254,13.232,22.864,25.404
108.763,943.111,24.827,19.764,780.593,0.0,12.417,151.864,265.047,27.43,0.475,0.0,0.28,8.529,64.245,23.171,134.835
221.83,106.21,0.0,191.927,596.947,884.766,10.523,109.797,187.535,20.205,0.204,0.093,2.068,0.0,17.917,25.613,40.991
349.567,110.796,0.0,17.214,716.56,922.354,10.117,80.762,167.803,0.0,0.012,0.0,0.217,0.0,19.038,21.567,30.86
359.252,143.9,0.0,5.24,731.925,875.6,6.427,81.57,139.712,3.3,0.0,0.082,0.0,0.0,13.285,20.643,30.901
477.002,266.189,0.0,57.705,376.416,793.051,9.745,171.773,365.603,7.881,0.861,0.399,28.638,136.89,10.272,21.807,52.469
291.16,178.585,0.0,31.703,762.546,1112.638,8.213,72.371,125.655,28.99,0.0,0.0,0.0,0.0,53.044,25.981,40.578
473.522,65.647,0.0,2.905,419.902,1281.31,14.52,80.176,174.486,0.0,0.0,0.0,0.0,0.0,40.699,22.423,38.18
415.392,86.377,5.293,0.0,507.408,1145.542,14.087,77.423,150.991,1.135,0.0,0.0,1.156,0.0,44.759,23.771,40.026
304.66,258.644,13.88,13.701,847.438,629.444,12.662,106.449,216.357,15.357,0.415,0.0,3.036,0.0,22.348,21.851,50.273
432.273,103.868,4.744,27.329,694.725,830.063,13.362,76.673,150.449,48.721,0.176,0.131,1.563,0.0,36.654,24.352,39.971
540.423,93.339,0.313,23.61,618.039,817.048,15.802,111.493,209.345,0.0,0.102,0.079,1.842,0.0,52.604,25.546,48.228
282.303,209.939,0.0,0.0,680.98,993.543,4.502,68.908,127.402,0.0,0.004,0.114,0.0,0.0,13.91,21.367,34.122
338.364,163.166,0.0,0.0,1021.646,487.108,8.407,86.715,180.435,0.0,0.319,0.049,0.0,0.0,8.43,23.291,38.166
136.515,425.303,0.0,16.608,691.103,696.903,11.174,87.659,174.942,11.117,0.018,0.083,0.183,0.0,21.677,22.256,62.176
438.471,77.766,0.0,6.591,720.315,959.455,10.866,79.504,179.216,0.0,0.054,0.045,0.646,0.0,16.134,23.216,33.943
246.394,350.542,0.0,5.69,656.992,777.077,14.066,104.291,187.139,5.992,0.087,0.0,0.0,0.0,30.592,22.941,57.246
351.229,138.474,0.0,30.245,807.59,804.896,3.591,71.222,104.205,11.521,0.0,0.0,0.0,0.0,36.376,20.563,39.965
499.415,122.66,9.43,32.058,1144.127,451.823,14.586,84.939,196.414,63.668,0.043,0.0,2.455,0.0,91.425,25.191,46.074
270.982,441.591,5.129,645.26,506.743,0.0,12.506,257.145,422.464,18.425,0.0,0.0,2.548,0.0,28.624,20.361,64.558
348.372,925.732,85.969,11.305,893.762,0.0,14.437,178.726,331.036,173.319,0.79,0.0,4.677,59.348,30.466,21.363,128.138
435.398,109.933,0.0,3.18,1099.838,710.461,12.13,84.717,212.45,0.0,0.098,0.0,1.106,0.0,48.769,21.863,44.087
195.932,105.324,0.0,267.514,435.376,844.466,14.108,134.797,203.615,13.309,0.0,0.081,0.53,0.0,1.438,21.73,34.66
316.418,127.973,2.465,8.739,580.499,1267.793,10.6,73.056,148.601,0.0,0.0,0.0,0.0,0.0,59.278,21.924,44.126
336.815,127.231,0.0,22.663,739.564,861.07,8.855,73.261,138.081,10.421,0.0,0.0,0.0,0.0,46.097,22.954,38.405
354.565,142.505,8.286,0.0,559.912,894.0,11.037,71.484,160.179,12.722,0.255,0.176,1.375,0.0,14.583,24.073,38.748
442.659,72.262,0.18,0.0,551.17,1108.473,14.272,79.19,157.42,0.0,0.0,0.0,0.649,0.0,26.369,22.72,38.764
329.674,156.571,0.0,44.726,697.977,938.897,10.383,83.386,158.923,20.153,0.0,0.0,0.464,0.0,86.724,23.916,47.175
185.051,531.465,0.0,15.352,643.028,535.446,14.26,123.068,223.03,16.07,0.02,0.0,0.0,0.0,63.381,20.011,83.915
220.616,318.12,0.0,0.669,893.077,692.295,10.519,96.892,175.54,1.419,0.065,0.0,0.0,0.0,40.556,19.841,52.984
424.876,143.845,14.492,0.0,741.944,797.925,7.655,110.388,192.416,44.493,0.036,0.333,17.475,105.083,41.865,21.257,46.119
358.354,141.584,0.495,42.022,1031.027,594.473,9.52,82.807,185.876,14.478,0.174,0.0,1.818,16.186,38.92,21.677,43.839
339.226,169.999,0.0,7.798,1021.289,777.964,13.36,80.711,210.927,0.0,0.0,0.037,1.085,0.0,102.916,24.491,54.383
488.195,151.902,0.0,0.0,409.037,959.696,10.667,148.547,265.653,0.0,0.068,0.34,20.361,81.923,2.034,19.51,22.234
715.371,288.57,43.908,22.996,180.875,1371.714,12.715,182.33,403.596,137.515,1.429,0.665,55.613,326.159,41.356,19.451,73.463
111.777,441.249,0.0,576.177,550.355,359.325,12.561,176.399,328.355,13.225,0.0,0.0,1.013,0.0,20.179,22.202,58.115
466.927,174.202,19.874,10.441,925.301,188.244,13.04,119.175,234.518,21.035,0.741,0.0,9.688,25.936,15.47,22.094,34.706
304.423,105.776,0.0,0.997,607.877,1297.569,10.083,62.803,121.91,0.0,0.0,0.0,0.132,0.0,49.521,22.239,37.077
354.705,145.234,7.694,9.201,924.926,774.292,12.368,83.403,190.867,4.983,0.198,0.0,2.236,0.0,39.435,23.026,43.723
794.312,257.236,31.34,0.0,650.09,510.621,11.198,186.384,334.489,177.107,0.47,0.0,34.483,214.143,27.809,21.467,38.392
409.135,88.302,0.0,0.0,943.453,758.658,9.669,71.108,153.608,0.0,0.0,0.0,0.0,0.0,0.0,22.781,23.309
433.116,134.599,4.444,8.394,1308.986,233.989,13.324,103.572,256.842,2.206,0.625,0.0,4.445,0.0,42.998,20.642,42.635
735.622,242.783,51.609,0.0,927.92,64.879,12.709,136.888,163.888,219.534,0.0,0.0,0.0,0.0,12.774,24.844,32.241
521.738,48.918,0.157,12.275,554.623,1181.581,16.737,105.85,202.424,0.0,0.0,0.0,1.227,0.0,83.116,21.72,50.856
354.133,195.991,0.0,24.19,607.372,964.618,14.066,89.707,195.897,0.0,0.0,0.0,0.827,0.0,51.205,23.19,47.157
456.971,113.944,5.444,21.88,754.615,653.716,12.857,84.604,156.737,34.689,0.033,0.0,0.122,0.0,31.811,24.091,36.595
565.815,864.97,130.735,0.0,550.613,0.0,13.131,209.106,364.264,160.761,1.399,0.0,4.758,61.885,37.563,22.354,132.435
303.385,178.678,0.0,0.0,777.383,956.794,9.896,76.889,144.436,8.621,0.077,0.0,0.426,0.0,25.269,22.685,42.186
377.807,140.621,0.0,51.372,1004.273,861.509,11.678,79.539,199.336,0.0,0.069,0.0,0.499,0.0,90.157,22.618,51.572
299.443,132.856,3.471,78.202,658.979,1048.087,12.17,81.221,146.024,37.069,0.128,0.217,1.551,0.0,11.569,24.444,31.35
511.648,97.702,0.0,10.017,963.435,342.947,13.221,99.318,208.32,38.888,0.129,0.0,0.565,0.0,3.998,24.551,24.63
575.525,182.103,0.0,0.0,471.189,953.015,10.717,164.76,307.504,0.0,0.881,0.447,41.763,172.454,14.696,18.922,31.096
345.899,145.112,0.0,0.0,755.182,949.057,6.872,89.733,168.741,3.041,0.099,0.0,7.065,50.882,15.814,22.485,38.415
385.876,192.658,0.0,22.27,1061.557,378.871,9.632,92.029,190.176,2.16,0.228,0.0,1.565,2.534,27.938,23.137,42.489
374.784,115.566,0.0,12.101,456.53,1043.791,16.208,90.511,167.309,0.0,0.0,0.0,0.68,0.0,67.699,22.384,47.398
295.827,150.859,1.717,0.0,726.734,1023.424,9.754,74.757,151.598,6.343,0.061,0.0,1.467,0.0,8.107,21.554,33.978
294.311,181.239,0.0,33.528,714.561,1098.061,3.769,63.1,99.48,0.113,0.0,0.0,0.0,0.0,70.044,22.098,47.495
316.795,147.791,0.0,18.981,709.38,1058.481,9.963,78.773,170.964,3.779,0.083,0.0,1.254,0.0,49.884,23.013,41.839
655.972,668.812,78.249,34.752,60.625,914.726,11.245,250.189,445.326,35.612,1.205,0.651,44.861,262.989,16.394,16.238,129.174
314.112,303.942,18.6,31.306,892.418,341.961,13.03,121.819,255.523,13.193,0.889,0.014,10.784,64.616,26.908,24.068,59.176
378.986,274.399,7.955,62.61,897.76,385.479,14.454,97.396,222.37,69.342,0.087,0.0,0.504,0.0,69.549,24.339,55.572
132.175,433.817,6.463,0.0,815.522,613.946,11.238,91.609,171.161,23.982,0.0,0.0,0.0,0.0,25.655,22.321,62.849
425.061,144.994,12.801,37.925,669.115,643.298,11.913,127.389,202.238,24.035,0.13,0.27,3.051,0.0,1.232,22.105,27.956
400.662,136.503,0.0,52.154,591.523,1060.225,7.168,79.46,147.413,0.501,0.106,0.02,0.125,0.0,40.213,23.746,40.353
513.684,145.788,3.849,0.0,1105.608,210.238,13.132,131.119,287.028,16.609,0.775,0.251,19.395,74.343,36.289,19.121,30.828
155.948,166.192,1.098,329.946,555.924,813.352,13.606,128.076,224.858,22.652,0.0,0.0,0.88,0.0,20.59,20.065,41.938
244.374,250.978,0.0,0.0,935.069,346.791,9.408,85.834,181.295,17.758,0.181,0.125,0.0,0.0,17.566,21.471,44.011
422.608,81.287,5.233,49.48,737.695,903.169,10.722,81.352,156.236,31.2,0.114,0.0,1.337,1.411,43.732,23.337,35.333
314.818,171.576,0.0,5.331,532.188,1129.641,13.816,78.431,167.321,0.0,0.0,0.0,0.0,0.0,82.482,22.426,48.513
319.544,164.879,2.767,26.496,692.971,1133.718,13.61,79.203,194.115,8.558,0.0,0.0,1.125,0.0,107.615,24.439,53.932
377.715,104.107,0.0,0.0,795.586,1015.895,13.727,79.061,184.614,0.0,0.061,0.0,1.091,0.0,55.114,22.614,42.3
357.29,120.85,0.0,0.0,487.169,1094.767,14.336,78.108,137.841,7.642,0.0,0.0,1.069,0.0,24.535,23.018,36.937
421.341,36.623,3.468,0.0,453.894,1141.331,15.526,90.061,152.63,7.484,0.0,0.224,0.881,0.0,18.763,20.28,36.917
834.184,254.611,54.86,0.0,47.092,1350.224,8.291,270.494,427.873,20.966,0.407,1.083,41.852,202.117,17.947,16.563,40.788
311.4,147.655,0.0,0.0,611.51,1074.221,11.784,68.095,110.311,8.62,0.0,0.09,0.0,0.0,0.0,22.118,30.085
440.398,82.869,0.0,14.384,685.222,919.486,13.051,90.799,177.244,0.565,0.028,0.0,2.011,0.0,28.911,23.478,38.31
624.759,151.202,6.718,33.541,1066.439,151.461,13.768,76.938,134.865,203.206,0.0,0.0,0.0,0.0,17.639,25.041,25.121
376.047,546.307,43.516,2.734,977.424,0.0,12.665,163.806,344.028,36.556,1.712,0.002,3.51,3.538,22.328,23.47,100.66
244.746,127.941,2.591,83.845,635.69,957.792,13.313,93.536,157.622,17.237,0.084,0.0,2.808,0.0,12.883,21.857,42.969
597.828,60.755,0.068,51.212,772.17,801.562,14.644,91.142,176.83,22.807,0.009,0.0,1.233,0.0,33.334,23.007,37.471
225.562,216.288,0.0,18.775,846.004,832.383,9.892,78.246,150.836,11.962,0.009,0.099,0.59,0.0,40.084,21.933,47.73
289.062,235.546,2.242,12.107,750.349,861.38,9.438,75.623,173.683,38.882,0.105,0.0,0.251,0.0,32.331,23.762,39.95
221.386,341.063,6.077,13.102,845.972,439.013,13.883,98.094,199.19,9.054,0.204,0.165,1.866,0.0,20.66,21.954,59.832
316.123,87.157,3.231,57.133,417.2,1250.077,14.846,107.887,167.245,8.484,0.083,0.073,1.471,0.0,40.833,22.933,46.48
332.985,119.053,0.0,11.686,652.493,1178.043,9.787,70.531,151.668,1.704,0.039,0.0,0.0,0.0,60.455,23.117,46.113
366.544,181.485,0.0,0.0,935.032,718.621,6.621,84.478,165.671,0.0,0.197,0.072,1.239,0.0,15.506,22.663,39.092
333.86,84.609,0.0,0.0,502.585,1288.738,13.685,70.218,135.055,3.336,0.0,0.0,0.067,0.0,29.23,22.609,33.204
499.575,46.384,0.0,15.554,432.206,1279.419,14.199,81.676,174.948,0.0,0.0,0.0,2.062,0.0,71.575,22.902,44.815
419.257,87.891,0.0,0.0,388.922,1254.611,14.43,84.035,142.639,2.376,0.0,0.0,0.316,0.0,0.0,23.521,26.183
904.614,184.968,68.528,0.0,377.265,839.195,10.85,187.939,344.566,178.542,0.612,0.462,40.708,213.356,43.535,18.894,27.48
368.722,136.694,0.0,0.0,693.658,791.287,9.389,79.054,172.159,15.236,0.0,0.134,2.6,0.0,10.84,22.363,27.468
499.389,167.456,0.0,60.77,398.88,973.517,10.928,135.772,283.846,0.0,0.211,0.786,36.14,172.902,17.524,18.55,29.894
321.433,198.883,0.0,3.946,639.724,1054.024,2.502,75.823,133.893,0.0,0.0,0.249,4.375,0.0,27.66,19.247,43.995
328.179,148.215,0.0,0.0,877.77,794.111,9.366,76.511,160.189,0.0,0.091,0.007,0.0,0.0,13.839,22.456,35.582
256.74,242.569,0.0,9.697,854.542,957.721,13.345,79.294,180.683,0.0,0.0,0.0,1.343,0.0,70.231,21.415,55.566
578.27,755.682,91.92,89.405,360.999,0.0,11.376,239.678,421.669,28.916,1.572,0.263,17.084,95.144,31.26,20.294,127.392
384.772,132.667,3.579,11.488,903.826,747.049,13.232,88.497,204.722,0.0,0.253,0.0,1.283,0.0,31.164,22.059,40.865
321.269,129.038,0.0,0.0,495.334,1200.983,11.982,73.943,130.884,13.857,0.041,0.183,0.865,0.0,23.292,23.256,38.793
444.406,162.236,7.644,25.931,1003.902,346.593,12.975,104.036,223.144,8.801,0.274,0.032,3.8,0.0,20.099,22.045,34.4
387.628,114.666,0.0,20.817,1011.196,720.289,9.069,80.049,171.752,4.633,0.174,0.061,0.0,0.0,33.263,23.381,42.399
434.144,184.636,15.711,0.0,967.036,576.829,14.67,92.272,203.518,71.5,0.117,0.047,1.504,11.622,68.763,22.219,41.975
231.755,198.403,0.0,0.0,718.669,908.584,9.623,73.364,132.203,9.668,0.0,0.0,0.223,0.0,22.863,21.242,41.392
834.975,644.33,78.366,31.396,0.0,898.105,11.52,265.153,494.646,46.916,1.719,1.052,44.765,265.716,22.559,21.522,129.825
288.994,134.698,0.0,0.0,500.489,1402.985,14.705,80.562,138.342,1.612,0.0,0.0,0.776,0.0,60.718,22.33,46.478
550.578,27.127,0.0,12.401,436.54,1055.225,15.471,87.633,144.029,12.643,0.0,0.0,0.517,0.0,16.565,23.656,34.49
322.68,147.016,0.0,0.0,804.305,804.782,8.727,76.009,139.99,1.123,0.058,0.083,0.0,0.0,3.561,21.327,33.724
392.042,91.084,0.0,3.782,475.337,1211.08,14.2,78.98,147.822,15.824,0.0,0.0,0.336,0.0,23.216,23.55,31.848
348.071,123.985,0.0,0.0,598.955,1087.575,10.944,76.208,148.306,14.415,0.138,0.148,2.181,0.0,21.046,24.093,37.59
495.398,78.536,0.0,44.395,671.01,1096.847,13.553,77.869,173.758,23.157,0.037,0.0,1.702,0.0,91.8,25.205,46.779
322.307,100.477,0.0,0.0,565.493,1355.971,11.618,76.178,131.02,5.197,0.083,-0.0,0.6,0.0,58.441,22.577,46.123
400.824,106.163,3.596,28.34,820.796,894.288,11.675,82.036,175.192,0.0,0.129,0.0,1.635,0.0,51.08,22.169,39.97
294.446,205.811,13.411,0.0,543.474,1095.24,12.799,132.185,196.345,6.458,0.0,0.0,0.0,0.0,0.0,20.576,38.427
783.824,206.246,0.0,0.0,896.867,0.0,11.664,148.035,228.745,187.343,0.311,0.256,15.909,71.263,13.226,19.721,21.285
330.709,166.54,0.0,54.581,624.115,912.024,8.536,91.557,191.261,25.732,0.095,0.23,6.938,21.395,11.05,20.575,37.835
445.757,130.211,0.0,0.0,1195.261,117.392,12.902,93.906,240.707,0.0,0.398,0.0,2.736,0.0,14.361,22.778,34.479
209.38,241.725,0.0,0.0,865.706,932.739,7.403,77.72,142.263,1.875,0.0,0.073,0.0,0.0,47.159,21.417,46.922
873.338,420.288,130.77,0.0,122.797,478.543,9.458,268.763,422.8,82.096,0.84,0.422,23.004,88.186,33.777,19.217,70.343
578.702,0.0,0.0,0.0,412.312,1182.751,17.229,115.062,187.749,6.283,0.0,0.0,0.849,0.0,54.689,22.182,42.813
303.126,230.642,0.0,37.902,549.71,1046.088,15.14,89.795,182.696,10.955,0.0,0.0,1.353,0.0,80.49,24.763,59.739
347.931,90.839,6.802,0.0,573.914,1065.674,14.514,88.906,160.623,6.062,0.016,0.0,1.26,0.0,39.557,22.128,41.552
319.123,134.913,0.0,11.704,521.709,1212.248,10.807,75.082,156.963,8.248,0.087,0.0,0.574,0.0,33.857,23.477,40.306
370.469,346.307,16.33,63.755,841.602,250.355,11.826,128.65,276.95,29.115,0.528,0.0,1.288,9.305,28.69,20.826,53.216
317.948,179.277,0.0,5.156,1028.821,615.021,13.02,80.67,215.294,0.0,0.108,0.0,0.675,0.0,88.904,23.918,52.584
479.114,223.068,11.272,0.0,672.711,806.709,11.452,149.242,260.441,46.119,0.808,0.156,24.177,122.504,16.773,20.214,39.594
377.134,379.157,37.031,11.694,995.302,229.819,13.522,115.55,232.521,129.092,0.387,0.0,0.0,0.0,35.428,22.222,67.653
315.43,171.604,8.404,3.366,841.141,733.034,12.991,101.221,205.441,0.157,0.379,0.029,2.895,0.0,12.972,21.917,39.612
319.745,138.56,1.051,0.0,816.334,742.317,10.141,80.626,180.225,0.0,0.09,0.026,1.277,0.0,13.092,21.644,35.475
154.064,123.489,3.412,296.496,571.634,819.865,9.996,111.735,197.579,17.075,0.011,0.129,0.702,0.0,9.315,23.782,36.597
256.697,267.381,0.0,11.168,723.148,971.002,12.307,89.789,185.098,13.645,0.0,0.006,0.827,8.079,55.138,21.155,58.608
253.46,225.53,5.886,61.915,728.985,741.772,8.896,87.997,171.277,0.0,0.031,0.116,0.0,0.0,11.589,23.593,40.292
504.287,199.792,16.542,53.73,949.699,398.835,13.676,95.256,199.596,119.268,0.052,0.0,1.46,0.0,45.45,23.882,40.795
287.076,254.525,4.207,7.282,810.843,967.628,12.5,88.467,180.493,53.933,0.0,0.191,0.0,0.0,61.011,21.561,45.447
167.18,88.226,0.0,692.285,292.736,463.826,13.527,214.237,343.385,28.465,0.0,0.057,0.595,0.0,12.873,21.734,39.376
213.938,160.874,0.0,9.649,620.352,1261.86,10.537,75.64,128.802,6.653,0.0,0.099,0.168,0.0,30.454,21.405,41.822
330.328,762.741,70.803,21.784,1112.704,0.0,13.829,143.546,317.424,162.013,0.748,0.007,0.0,0.0,35.161,22.382,108.609
523.801,196.921,0.0,50.152,455.881,997.232,10.637,174.004,349.366,14.254,0.529,0.463,26.813,126.413,20.046,20.304,31.272
308.365,141.701,0.0,6.674,601.456,1136.052,12.688,72.886,144.038,1.405,0.0,0.022,0.0,0.0,0.0,23.563,26.838
289.375,189.207,0.0,30.31,652.456,827.709,12.215,82.98,159.355,22.698,0.032,0.004,0.999,0.0,17.327,22.422,40.508
296.151,109.369,3.999,118.695,496.222,1080.034,12.419,104.193,183.126,23.461,0.185,0.0,1.419,0.0,4.162,22.789,38.552
463.579,175.375,0.0,0.0,781.447,590.355,11.094,125.973,271.348,0.745,0.829,0.0,24.513,93.285,4.313,21.988,37.841
384.122,117.727,3.29,30.579,669.481,975.065,9.83,76.675,146.764,30.692,0.009,0.044,0.54,0.0,43.789,23.309,37.138
215.677,317.377,0.0,0.0,763.275,889.749,11.859,90.672,196.34,9.133,0.025,0.087,0.0,0.0,31.962,21.591,56.427
342.92,153.022,3.185,15.881,912.634,637.51,8.461,82.519,176.853,12.616,0.228,0.048,0.953,8.695,26.29,24.142,42.331
549.227,105.662,1.374,55.189,897.329,652.212,12.825,88.879,158.13,49.949,0.186,0.103,1.396,0.0,58.599,22.925,41.512
366.256,149.735,0.0,0.0,709.277,891.872,11.118,80.845,184.593,0.0,0.0,0.0,1.336,0.0,24.741,21.343,36.838
563.79,120.7,0.0,24.126,1400.366,0.0,13.343,113.302,265.648,0.0,0.602,0.0,1.502,0.0,15.422,20.89,34.104
550.463,159.709,19.211,33.249,1069.265,155.775,15.084,91.88,208.118,121.092,0.0,0.0,0.315,0.0,81.282,25.444,44.556
732.306,503.304,141.653,79.915,269.235,0.0,8.348,333.09,500.079,15.57,0.258,0.658,4.284,0.0,37.662,20.701,75.534
286.4,204.21,0.0,10.721,1094.506,288.746,12.338,94.645,236.561,0.0,0.47,0.106,2.05,0.0,29.803,21.847,44.501
382.305,104.888,0.0,42.819,552.658,1193.011,10.219,67.607,141.475,5.14,0.09,0.0,0.923,0.0,71.81,23.447,45.833
469.703,468.676,36.393,0.0,529.16,508.828,11.931,169.878,311.806,62.973,0.82,0.136,13.885,103.539,19.713,19.322,78.452
200.588,726.888,24.312,28.239,1215.974,0.0,13.534,157.599,334.65,18.794,1.19,0.0,2.047,0.0,56.857,22.173,115.538
207.492,330.549,0.0,7.835,719.686,766.079,10.087,91.494,179.264,3.741,0.01,0.0,0.0,0.0,30.655,23.324,55.093
253.658,247.597,0.0,6.866,684.469,978.018,9.613,73.221,143.396,31.878,0.0,0.018,0.0,0.0,35.751,23.186,42.683
259.335,299.683,2.976,1.714,801.268,508.765,11.779,106.525,219.336,4.395,0.277,0.171,0.692,9.453,28.999,23.741,57.015
304.956,186.34,0.0,30.293,761.618,686.756,10.116,79.186,158.044,11.68,0.136,0.032,0.713,0.0,11.064,21.815,37.953
504.889,109.744,0.0,0.0,806.39,765.962,14.373,104.188,211.204,0.0,0.124,0.0,0.869,0.0,4.867,21.285,32.457
310.912,153.603,0.0,20.484,571.382,988.623,9.76,79.369,154.1,21.809,0.182,0.119,2.161,0.0,18.716,24.574,39.529
365.731,81.424,0.0,0.0,607.717,1077.075,13.945,77.091,136.635,3.786,0.0,0.0,0.282,0.0,2.828,22.965,25.653
462.315,115.384,0.0,44.639,1086.602,628.177,12.987,95.397,213.452,3.085,0.2,0.0,1.739,0.0,53.178,22.378,45.328
414.175,121.426,0.0,14.355,835.32,914.561,11.21,80.456,169.564,0.0,0.081,0.0,0.936,0.0,18.1,23.187,37.01
470.424,143.571,1.928,38.252,890.026,687.239,12.026,86.032,163.743,37.486,0.151,0.0,1.031,12.302,79.042,24.558,43.512
336.367,125.147,0.0,8.311,629.493,1198.295,9.992,67.96,141.898,0.0,0.06,0.0,0.651,0.0,53.474,22.789,42.422
323.978,191.267,2.898,0.0,687.558,970.194,5.501,103.779,149.415,7.787,0.0,0.171,3.964,1.625,12.637,23.197,41.153
